Content Category Type,Content Category,title,content file type,Lesson/ Chapter,description,thumb Image file name (must be unique) (with extension),content file name (must be unique) (with extension),is Published,view order,Tag 1,Tag 2,Tag 3,Tag 4
Class Two,Math (Class Two)_Radio,ভগ্নাংশ ,AUDIO,ভগ্নাংশ ,"19.3.1 1/2 এবং ১/৪ পড়তে, লিখতে ও তুলনা করতে পারবে।",Math_Grade 2_EP 22_ভগ্নাংশ .jpg,Math_Grade 2_EP 22_ভগ্নাংশ .mp3,Yes,599,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Fractions,ভগ্নাংশ 
Class Two,Math (Class Two)_Radio,পরিমাপ,AUDIO,দৈর্ঘ্য পরিমাপ,২৪.১.১ বিভিন্ন বস্তুর দৈর্ঘ উপকরণ দিয়ে মেপে তুলনা করতে পারবে। ২৪.১.২ দৈর্ঘ পরিমাপের একক যে মিটার ও সেন্টিমিটার তা বলতে পারবে।,Math_Grade 2_EP 23_পরিমাপ.jpg,Math_Grade 2_EP 23_পরিমাপ.mp3,Yes,600,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Length,দৈর্ঘ্য পরিমাপ
Class Two,Math (Class Two)_Radio,পরিমাপ,AUDIO,ওজন পরিমাপ,২৪.২.১ বিভিন্ন বস্তুর ওজন দাঁড়িপাল্লা দিয়ে মেপে তুলনা করতে পারবে। ২৪।২।২ ওজন পরিমাপের একক গ্রাম ও কিলোগ্রাম তা বলতে পারবে। ,Math_Grade 2_EP 24_পরিমাপ.jpg,Math_Grade 2_EP 24_পরিমাপ.mp3,Yes,601,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Weight,ওজন পরিমাপ
Class Two,Math (Class Two)_Radio,পরিমাপ,AUDIO,তরলের আয়তন ,২৪.২.৩ ওজন পরিমাপের বাটখারাগুলো চিনে বলতে পারবে। ,Math_Grade 2_EP 25_পরিমাপ.jpg,Math_Grade 2_EP 25_পরিমাপ.mp3,Yes,602,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Volume of Liquid,তরলের আয়তন 
Class Two,Math (Class Two)_Radio,পরিমাপ,AUDIO,তরলের আয়তন ,"২৪.৩.১তরল পদার্থের আয়তন পরিমাপের একক লিটার, তা বলতে পারবে।",Math_Grade 2_EP 26_পরিমাপ.jpg,Math_Grade 2_EP 26_পরিমাপ.mp3,Yes,603,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Volume of Liquid,তরলের আয়তন 
Class Two,Math (Class Two)_Radio,"দিন ও সপ্তাহ, বর্ষপঞ্জি ",AUDIO,"দিন ও সপ্তাহ, মাসের নাম, সময়",২৫.১.১ সময় পরিমাপের একক বলতে পারবে। ,"Math_Grade 2_EP 27_দিন ও সপ্তাহ, বর্ষপঞ্জি.jpg","Math_Grade 2_EP 27_দিন ও সপ্তাহ, বর্ষপঞ্জি.mp3",Yes,604,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,"Days and Week, Calendar","দিন, সপ্তাহ, বর্ষপঞ্জি "
Class Two,Math (Class Two)_Radio,"দিন ও সপ্তাহ, বর্ষপঞ্জি ",AUDIO,"দিন ও সপ্তাহ, মাসের নাম, সময়",২৫.২.১ সময় পরিমাপের এককের মধ্যে সম্পর্ক নির্ণয় করতে পারবে। ,"Math_Grade 2_EP 28_দিন ও সপ্তাহ, বর্ষপঞ্জি.jpg","Math_Grade 2_EP 28_দিন ও সপ্তাহ, বর্ষপঞ্জি.mp3",Yes,605,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,"Days and Week, Calendar","দিন, সপ্তাহ, বর্ষপঞ্জি "
Class Two,Math (Class Two)_Radio,জ্যামিতিক আকৃতি ,AUDIO,জ্যামিতিক আকৃতি ,"২৭.২.১ চতুর্ভুজ, ত্রিভুজ ও গোলাকার জ্যামিতিক আকৃতিগুলো শনাক্ত করতে পারবে।",Math_Grade 2_EP 29_জ্যামিতিক আকৃতি.jpg,Math_Grade 2_EP 29_জ্যামিতিক আকৃতি.mp3,Yes,606,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Geometrical Shapes,জ্যামিতিক আকৃতি 
Class Two,Math (Class Two)_Radio,জ্যামিতিক আকৃতি ,AUDIO,জ্যামিতিক আকৃতি ,"২৭.২.২ চতুর্ভুজ, ত্রিভুজ ও গোলাকার জ্যামিতিক আকৃতিগুলো ব্যবহার করে ছবি আঁকতে পারবে।",Math_Grade 2_EP 30_জ্যামিতিক আকৃতি.jpg,Math_Grade 2_EP 30_জ্যামিতিক আকৃতি.mp3,Yes,607,Math (Class Two)_Radio,গণিত (দ্বিতীয় শ্রেণি)_রেডিও,Geometrical Shapes,জ্যামিতিক আকৃতি 
Class Three,Amar Bangla Boi (Class Three),ছবি ও কথা,VIDEO,ছবি ও কথা,"﻿
শোনা
১.১.২ বর্ণ ও যুক্তবর্ণ সহযোগে তৈরি শব্দ যুক্ত বাক্য শুনে স্পষ্ট ও শুদ্ধভাবে বলতে পারবে । ৩.১.২ পরিচিত বিষয়ে বর্ণনা শুনে বুঝতে পারবে।
বলা
১.৩.২ প্রশ্ন করতে ও উত্তর দিতে পারবে ।
পড়া
১.৫.১ বিরামচিহ্ন (দাঁড়ি, কমা, প্রশ্নচিহ্ন, সাবলীলভাবে বাক্য ও চরণ উচ্চারণে পড়তে পারবে) ।
লেখা
১.৪.২ যুক্তব্যঞ্জন ব্যবহার করে শব্দ লিখতে পারবে ।
১.৪.৩ যুক্তব্যঞ্জন সহযোগে গঠিত শব্দ দিয়ে বাক্য তৈরী করতে পারবে ।
৩.১.১ ছবিতে দেখা ঘটনা সহজ বর্ণনা লিখতে পারবে ।","Class 3, Bangla 1.png","EP 01, Class 3, Bangla, Lesson 1.mp4",Yes,608,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),Image and Words,ছবি ও কথা
Class Three,Amar Bangla Boi (Class Three),ছবি ও কথা,VIDEO,পাঠ ১ - ছবি ও কথা,"﻿
শোনা
১.১.১ বর্ণ ও যুক্তবর্ণ সহযোগে তৈরি শব্দ শুনে স্পষ্ট ও শুদ্ধভাবে বলতে পারবে । ১.৩.৪ প্রশ্ন শুনে বুঝতে পারবে।
বলা
১.১.২ যুক্তবর্ণ দিয়ে গঠিত শব্দযুক্ত বাক্য ও শুদ্ধভাবে বলতে পারবে। ১.৩.২ প্রশ্ন করতে ও উত্তর দিতে পারবে।
পড়া
২.৫.১ কথোপকথনের আকারে লেখা প্রমিত উচ্চারণে পড়তে পারবে। লেখা
১.৪.৩ শব্দ দিয়ে বাক্য লিখতে পারবে।
৩.১.১ ছবিতে দেখা ঘটনা সহজ বর্ণনায় লিখতে পারবে।","Class 3, Bangla 2.png","EP 02, Class 3, Bangla, Lesson 2.mp4",Yes,609,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),Image and Words,ছবি ও কথা
Class Three,Amar Bangla Boi (Class Three),ছবি ও কথা,VIDEO,পাঠ ১ - ছবি ও কথা,"﻿
শোনা:
১.২.১ পরিচিত শব্দ দিয়ে গঠিত বর্ণনামূলক বাক্য।
১.২.১ প্রশ্ন শুনে বুঝতে পারবে।
বলা:
১.১.১ যুক্তবর্ণ দিয়ে গঠিত শব্দযুক্ত বাক্য স্পষ্ট ও শুদ্ধ ভাবে বলতে পারবে। ২.৮.১ গল্পের বিষয় বলতে পারবে ।
৩.১.১ শ্রেণিকক্ষে নিজের পরিচয় দিতে পারবে।
পড়া:
১.৪.১ পাঠ্যপুস্তকে ব্যবহৃত বাক্য স্পষ্ট স্বরে ও প্রমিত উচ্চস্বরে পড়তে পারবে। ১.৪.১ প্রমিত উচ্চারণে গল্প পড়তে পারবে।","Class 3, Bangla 3.png","EP 03, Class 3, Bangla, Lesson 03.mp4",Yes,610,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),Image and Words,ছবি ও কথা
Class Three,Amar Bangla Boi (Class Three),আমাদের এই বাংলাদেশ,VIDEO,আমাদের এই বাংলাদেশ,"﻿
শোনা
১.১.১ বর্ণ ও যুক্তবর্ণ সহযোগে তৈরি শব্দ শুনে স্পষ্ট ও শুদ্ধভাবে বলতে পারবে।
১.৩.৪ প্রশ্ন শুনে বুঝতে পারবে।
২.১.২ কবিতা শুনে বলতে পারবে।
২.১.৩ কবিতার মূলভাব শুনে বুঝতে পারবে।
বলা
১.১.১ প্রশ্ন করতে ও উত্তর দিতে পারবে ।
২.৮.১ পাঠ্য বইয়ের কবিতা শ্রবণযোগ্য স্বরে আবৃত্তি করতে পারবে।","Class 3, Bangla 4.png","EP 04, Class 3, Bangla, Lesson 04.mp4",Yes,611,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),This is Our Bangladesh,আমাদের এই বাংলাদেশ
Class Three,Amar Bangla Boi (Class Three),আমাদের এই বাংলাদেশ,VIDEO,পাঠ ২ - আমাদের এই বাংলাদেশ,"﻿
শোনা
১.১.১ বর্ণ ও যুক্তবর্ণ সহযোগে তৈরি শব্দ শুনে স্পষ্ট ও শুদ্ধভাবে বলতে পারবে। বলা
২.১.৩ পাঠ্য বইয়ের কবিতা শ্রবণযোগ্য স্বরে । আবৃত্তি করতে পারবে।
১.৩.২ প্রশ্ন করতে ও উত্তর বলতে পারবে।
পড়া
১.৪.২ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্বরে পড়তে পারবে।
 ২.২.২ প্রমিত উচ্চারণে কবিতা আবৃত্তি করতে পারবে।
বলা
১.৪.২ যুক্তবর্ণ ব্যবহার করে শব্দ লিখতে পারবে।
১.৫.১ ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে।","Class 3, Bangla 5.png","EP 05, Class 3, Bangla, Lesson 05.mp4",Yes,612,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),This is Our Bangladesh,আমাদের এই বাংলাদেশ
Class Three,Amar Bangla Boi (Class Three),আমাদের এই বাংলাদেশ,VIDEO,পাঠ ২ - আমাদের এই বাংলাদেশ,"﻿
শোনা:
১.১.১ বর্ণ ও যুক্তবর্ণ সহযোগে তৈরি শব্দ শুনে স্পষ্ট ও শুদ্ধভাবে বলতে পারবে। বলা:
২.১.৩ পাঠ্য বইয়ের কবিতা শ্রবণযোগ্য স্বরে আবৃত্তি করতে পারবে।
২.২.২ পাঠ্য কবিতার মূল বিষয় নিজের ভাষায় বলতে পারবে ।
পড়া:
১.৪.২ পাঠে ব্যবহৃত বাক্য শ্রবণযোগ্য স্পষ্ট স্বরে ও প্রমিত উচ্চারণে পড়তে পারবে লেখা:
১.৪.২ যুক্তব্যঞ্জন ব্যবহৃত করে শব্দ লিখতে পারবে।","Class 3, Bangla 6.png","EP 06, Class 3, Bangla, Lesson 06.mp4",Yes,613,Amar Bangla Boi (Class Three),আমার বাংলা বই (তৃতীয় শ্রেণি),This is Our Bangladesh,আমাদের এই বাংলাদেশ
