File Name,Size (MB)
"Pre-Primary_Episode 17_গল্প-৩.mp3",6.82
"Pre-Primary_Episode 18_গল্প-৪.mp3",6.57
"Pre-Primary_Episode 19_গল্পের বই.mp3",5.52
"Pre-Primary_Episode 1_ছড়া নং- ৪.mp3",7.62
"Pre-Primary_Episode 20_গল্প-৬.mp3",6.53
"Pre-Primary_Episode 21_গল্প-৭.mp3",6.40
"Pre-Primary_Episode 22_গল্প-৯.MP3",7.30
"Pre-Primary_Episode 23_গল্প-১০.mp3",6.99
"Pre-Primary_Episode 24_গল্প-১৩.mp3",7.34
"Pre-Primary_Episode 25_গল্পের বই.mp3",6.15
"Pre-Primary_Episode 26_গল্পের বই.MP3",7.05
"Pre-Primary_Episode 27_শোনা  ও বলা.MP3",11.74
"Pre-Primary_Episode 28_সংখ্যার ধারণা.MP3",6.85
"Pre-Primary_Episode 29_প্রযুক্তি.mp3",5.90
"Pre-Primary_Episode 2_ছড়া নং- ৬.MP3",7.81
"Pre-Primary_Episode 30_সংখ্যার ধারণা.mp3",7.49
"Pre-Primary_Episode 3_ছড়া নং- ৮.mp3",7.56
"Pre-Primary_Episode 4_ছড়া নং- ১১.mp3",5.90
"Pre-Primary_Episode 5_ছড়া-১৬.mp3",6.47
"Pre-Primary_Episode 6_ছড়া  ১৭.mp3",9.37
"Pre-Primary_Episode 7_ছড়া -১৮.mp3",5.90
"Pre-Primary_Episode 8_ছড়া-১৯.mp3",5.86
"Pre-Primary_Episode 9_ছড়া-২৪.mp3",6.77
"Science_Class 3_EP 10_পানি দুষণ.Mp3",6.99
"Science_Class 3_EP 11_ মাটির উপাদান  ও বিভিন্ন ধরনের মাটি.Mp3",8.11
"Science_Class 3_EP 12_মাটি ও ফসল.Mp3",7.46
"Science_Class 3_EP 13_আমাদের চারপাশে বায়ু.mp3",9.07
"Science_Class 3_EP 14_বায়ুর বিভিন্ন উপাদানের ব্যবহার.mp3",8.04
"Science_Class 3_EP 15_বায়ু দূষণ.mp3",6.47
"Science_Class 3_EP 16_খাদ্য এবং পুষ্টি.mp3",8.72
"Science_Class 3_EP 17_সুষম খাদ্য.mp3",20.55
"Science_Class 3_EP 18_ফল.mp3",8.24
"Science_Class 3_EP 19_সবজি.mp3",8.04
"Science_Class 3_EP 1_আমাদের পরিবেশে যা কিছু আছে.mp3",8.81
"Science_Class 3_EP 20_খাদ্য সংরক্ষণ.mp3",6.52
"Science_Class 3_EP 21_স্বাস্থ্য এবং রোগ.mp3",6.69
"Science_Class 3_EP 22_রোগ প্রতিরোধ.mp3",7.02
"Science_Class 3_EP 23_আমাদের জীবনে শক্তি.mp3",9.44
"Science_Class 3_EP 24_শক্তি কি.MP3",12.41
"Science_Class 3_EP 25_আমাদের জীবনে প্রযুক্তি.MP3",7.52
"Science_Class 3_EP 26_প্রযুক্তির উন্নয়ন.MP3",7.87
"Science_Class 3_EP 27_তথ্য সংগ্রহের উপায়সমূহ.Mp3",5.54
"Science_Class 3_EP 28_তথ্য আদান প্রদান.Mp3",6.34
"Science_Class 3_EP 29_আমাদের জীবনে জনসংখ্যা বৃদ্ধির প্রভাব.mp3",4.74
"Science_Class 3_EP 3_উদ্ভিদ.mp3",9.45
"Science_Class 3_EP 4_প্রাণী.mp3",11.03
"Science_Class 3_EP 5_অন্যান্য জীবের সাথে আমাদের সম্পর্ক.mp3",8.19
"Science_Class 3_EP 6_পদার্থ.mp3",7.57
"Science_Class 3_EP 8_পানির ব্যবহার.Mp3",8.07
"Science_Class 3_EP 9_নিরাপদ ও অনিরাপদ পানি.Mp3",8.46
"Science_Class 4_EP 10_মাটি দূষণ.mp3",7.53
"Science_Class 4_EP 11_খাদ্যের উৎস.mp3",6.90
"Science_Class 4_EP 12_পুষ্টি উপাদান.mp3",7.70
"Science_Class 4_EP 14_সুস্থ্য জীবন যাপন.mp3",6.74
"Science_Class 4_EP 15_পানিবাহিত রোগ.MP3",6.50
"Science_Class 4_EP 16_পদার্থের বৈশিষ্ট্য.mp3",8.19
"Science_Class 4_EP 17_বিভিন্ন ধরণের প্রাকৃতিক সম্পদ.mp3",7.45
"Science_Class 4_EP 18_শক্তি উৎপাদনে প্রকৃতিক সম্পদের ব্যবহার.mp3",6.74
"Science_Class 4_EP 19_প্রাকৃতিক সম্পদের সংরক্ষণ.mp3",6.45
"Science_Class 4_EP 1_পরিবেশে জীব ( উদ্ভিদ ও প্রাণী).mp3",7.53
"Science_Class 4_EP 20_সৌরজগৎ.mp3",6.92
"Science_Class 4_EP 21_নক্ষত্র.mp3",7.20
"Science_Class 4_EP 22_দৈনন্দিন জীবনে প্রযুক্তি.mp3",6.25
"Science_Class 4_EP 23_কৃষিতে প্রযুক্তি.mp3",5.56
"Science_Class 4_EP 24_দৈনন্দিন আবহাওয়া.mp3",7.13
"Science_Class 4_EP 25_মেঘ ও বৃষ্টি.mp3",8.18
"Science_Class 4_EP 26_আমাদের জীবনে আবহাওয়া ও জলবায়ু.mp3",5.72
"Science_Class 4_EP 27_আমাদের জীবনে দুর্ঘটনা.mp3",8.44
"Science_Class 4_EP 28_প্রাথমিক চিকিৎসা.mp3",8.30
"Science_Class 4_EP 29_তথ্য ও যোগাযোগ প্রযুক্তির উন্নয়ন এবং এর ব্যবহার.mp3",9.74
"Science_Class 4_EP 2_খাদ্য তৈরির জন্য উদ্ভিদের যা প্রয়োজন.mp3",6.63
"Science_Class 4_EP 30_জনসংখ্যা, খাদ্য ও বাসস্থানের মধ্যকার সম্পর্ক.mp3",5.51
"Science_Class 4_EP 4_উদ্ভিদ ও প্রাণীর পার্থক্য.mp3",6.43
"Science_Class 4_EP 5_পরিবেশে জীব ( উদ্ভিদ ও প্রাণী).mp3",7.56
"Science_Class 4_EP 6_পরিবেশে জীব ( উদ্ভিদ ও প্রাণী).mp3",7.31
"Science_Class 4_EP 7_জীবের উপর পরিবেশের প্রভাব.mp3",8.31
"Science_Class 4_EP 8_মাটির গুরুত্ব.mp3",6.28
"Science_Class 4_EP 9_মাটির উর্বরতা বৃদ্ধি.mp3",8.93
"Science_Class 5_EP 10_ দৈনন্দিন জীবনে বায়ু.MP3",8.18
"Science_Class 5_EP 11_ বায়ু দুষণ.mp3",9.49
"Science_Class 5_EP 12_আমাদের চারপাশে শক্তিসমূহ.mp3",7.39
"Science_Class 5_EP 13_সুষম খাদ্যের প্রয়োজনীয়তা.Mp3",6.80
"Science_Class 5_EP 14_খাদ্য সংরক্ষণ.Mp3",8.11
"Science_Class 5_EP 15_যে সকল খাদ্য কম খাওয়া উচিত.mp3",9.22
"Science_Class 5_EP 16_সংক্রামক রোগ, সংক্রাক রোগের বিস্তার, প্রকারভেদ.mp3",15.78
"Science_Class 5_EP 17_সংক্রামক রোগের প্রতিরোধ ও প্রতিকার.mp3",6.79
"Science_Class 5_EP 21_তথ্য বিনিময়ের গুরুত্ব.MP3",5.65
"Science_Class 5_EP 22_তথ্য সংগ্রহ, সংরক্ষণ ও বিনিময়.MP3",8.34
"Science_Class 5_EP 23_বিরুপ আবহাওয়া.MP3",12.29
"Science_Class 5_EP 24_গ্রীন হাউজ প্রভাব.MP3",7.89
"Science_Class 5_EP 25_জলবায়ু পরিবর্তন.MP3",11.39
"Science_Class 5_EP 26_আমাদের সম্পদ.MP3",6.30
"Science_Class 5_EP 27_প্রাকৃতিক সম্পদের যথাযথ ব্যবহার.MP3",6.88
"Science_Class 5_EP 28_জনসংখ্যা বৃদ্ধি ও মানুষের চাহিদা.mp3",8.98
"Science_Class 5_EP 29_পরিবেশের উপর জনসংখ্যা বৃদ্ধির প্রভাব.mp3",7.96
"Science_Class 5_EP 2_ উদ্ভিদ ও প্রাণীর পারস্পরিক নির্ভরশীলতা.mp3",7.51
"Science_Class 5_EP 30_জনসংখ্যা সমস্যা সমাধানে বিজ্ঞান ও প্রযুক্তির ভূমিকা.mp3",7.96
"Science_Class 5_EP 3_শক্তি প্রবাহ.mp3",7.97
"Science_Class 5_EP 4_আমাদের পরিবেশ দুষণ.mp3",6.13
"Science_Class 5_EP 5_বিভিন্ন ধরনের পরিবেশ দুষণ.mp3",9.32
"Science_Class 5_EP 6_পরিবেশ সংরক্ষণ.mp3",8.88
"Science_Class 5_EP 7_উদ্ভিদ ও প্রাণীর জন্য পানি.mp3",8.58
"Science_Class 5_EP 8_পানি দুষণ.mp3",7.52
"Science_Class 5_EP 9_নিরাপদ পানি.MP3",7.02
"Science_Class-3-Page-10.mp4",1873.37
"Science_Class-3-Page-11.mp4",1396.83
"Science_Class-3-Page-12.mp4",800.03
"Science_Class-3-Page-13.mp4",942.60
"Science_Class-3-Page-14P1.mp4",1405.00
"Science_Class-3-Page-14P2.mp4",1601.38
"Science_Class-3-Page-16.m4v",666.40
"Science_Class-3-Page-17.mp4",695.32
"Science_Class-3-Page-18.mp4",581.62
"Science_Class-3-Page-19.mp4",528.85
"Science_Class-3-Page-2.mp4",782.26
"Science_Class-3-Page-20.mp4",1345.06
"Science_Class-3-Page-22.mp4",514.29
"Science_Class-3-Page-23.mp4",1253.79
"Science_Class-3-Page-24-25.mp4",1141.93
"Science_Class-3-Page-25.mp4",835.14
"Science_Class-3-Page-26.mp4",1703.48
"Science_Class-3-Page-27.mp4",1358.14
"Science_Class-3-Page-28P1.mp4",1503.40
"Science_Class-3-Page-28P2.mp4",698.11
"Science_Class-3-Page-3.mp4",1335.05
"Science_Class-3-Page-30.mp4",1176.21
"Science_Class-3-Page-31.mp4",902.93
"Science_Class-3-Page-32.mp4",911.54
"Science_Class-3-Page-33.mp4",1035.04
"Science_Class-3-Page-34.mp4",844.32
"Science_Class-3-Page-36-37.mp4",1630.25
"Science_Class-3-Page-37.mp4",1772.77
"Science_Class-3-Page-38.mp4",2003.41
"Science_Class-3-Page-39.mp4",1119.83
"Science_Class-3-Page-4.mp4",1287.08
"Science_Class-3-Page-40P1.mp4",1008.40
"Science_Class-3-Page-40P2.mp4",953.11
"Science_Class-3-Page-41P1.mp4",675.03
"Science_Class-3-Page-41P2.mp4",669.61
"Science_Class-3-Page-43-44.mp4",933.25
"Science_Class-3-Page-45.mp4",1069.00
"Science_Class-3-Page-46.mp4",869.54
"Science_Class-3-Page-47.mp4",778.56
"Science_Class-3-Page-48.mp4",1664.15
"Science_Class-3-Page-49.mp4",1472.11
"Science_Class-3-Page-50P1.mp4",735.93
"Science_Class-3-Page-50P2.mp4",758.76
"Science_Class-3-Page-51.mp4",698.54
"Science_Class-3-Page-53.mp4",627.32
"Science_Class-3-Page-54.mp4",609.06
"Science_Class-3-Page-55_P1.mp4",515.77
"Science_Class-3-Page-55_P2.mp4",427.38
"Science_Class-3-Page-56P1.mp4",1411.58
"Science_Class-3-Page-56P2.mp4",1417.06
"Science_Class-3-Page-58.mp4",695.35
"Science_Class-3-Page-59 P1.mp4",911.44
"Science_Class-3-Page-6.mp4",671.97
"Science_Class-3-Page-60.mp4",1318.65
"Science_Class-3-Page-61.mp4",1356.88
"Science_Class-3-Page-63.mp4",1577.74
"Science_Class-3-Page-64.mp4",1774.02
"Science_Class-3-Page-65.mp4",771.47
"Science_Class-3-Page-66.mp4",1212.80
"Science_Class-3-Page-67.mp4",857.56
"Science_Class-3-Page-69 1.mp4",1433.85
"Science_Class-3-Page-7.mp4",1387.47
"Science_Class-3-Page-70.mp4",940.14
"Science_Class-3-Page-72.mp4",666.21
"Science_Class-3-Page-73.mp4",695.67
"Science_Class-3-Page-75.mp4",1241.72
"Science_Class-3-Page-76.mp4",1111.52
"Science_Class-3-Page-77.mp4",786.75
"Science_Class-3-Page-8.mp4",942.84
"Science_Class-3-Page-9.mp4",929.51
"Science_Class-4-Page-11-12.mp4",852.30
"Science_Class-4-Page-13-14.mp4",1270.49
"Science_Class-4-Page-13.mp4",1385.38
"Science_Class-4-Page-15-16.mp4",1395.87
"Science_Class-4-Page-17-18P1.mp4",1451.06
"Science_Class-4-Page-17-18P2.mp4",1606.48
"Science_Class-4-Page-19.mp4",1314.94
"Science_Class-4-Page-2.mp4",601.16
"Science_Class-4-Page-21-22P1.mp4",1566.69
"Science_Class-4-Page-21-22P2.mp4",1683.58
"Science_Class-4-Page-23-24.mp4",627.21
"Science_Class-4-Page-25-26P1.mp4",702.41
"Science_Class-4-Page-25-26P2.mp4",907.77
"Science_Class-4-Page-26 2.mp4",655.15
"Science_Class-4-Page-26.mp4",1270.75
"Science_Class-4-Page-28.mp4",1828.26
"Science_Class-4-Page-29 2.mp4.mp4",1081.65
"Science_Class-4-Page-29.mp4",1519.77
"Science_Class-4-Page-3.mp4",775.28
"Science_Class-4-Page-30P1.mp4",1118.71
"Science_Class-4-Page-30P2.mp4",815.49
"Science_Class-4-Page-31-32.mp4",1218.24
"Science_Class-4-Page-32.mp4",1668.12
"Science_Class-4-Page-34-35.mp4",650.14
"Science_Class-4-Page-36-38.mp4",774.12
"Science_Class-4-Page-36.mp4",725.23
"Science_Class-4-Page-38.mp4",1456.37
"Science_Class-4-Page-38_P2.mp4",537.69
"Science_Class-4-Page-4.mp4",743.10
"Science_Class-4-Page-40-41.mp4",1178.56
"Science_Class-4-Page-44-46P1.mp4",1167.16
"Science_Class-4-Page-44-46P2.mp4",1479.81
"Science_Class-4-Page-44.mp4",803.51
"Science_Class-4-Page-45- 46.mp4",509.63
"Science_Class-4-Page-45.mp4",1498.48
"Science_Class-4-Page-48.mp4",825.73
"Science_Class-4-Page-5.mp4",783.44
"Science_Class-4-Page-50.mp4",782.54
"Science_Class-4-Page-51.mp4",763.10
"Science_Class-4-Page-52.mp4",1511.29
"Science_Class-4-Page-53-54.mp4",1730.09
"Science_Class-4-Page-56-57.mp4",800.81
"Science_Class-4-Page-57.mp4",1139.58
"Science_Class-4-Page-58.mp4",1089.85
"Science_Class-4-Page-59-60.mp4",591.07
"Science_Class-4-Page-6.mp4",832.39
"Science_Class-4-Page-62-63.mp4",1045.05
"Science_Class-4-Page-64.mp4",669.09
"Science_Class-4-Page-65.mp4",603.42
"Science_Class-4-Page-66_P2.mp4",671.50
"Science_Class-4-Page-68.mp4",677.23
"Science_Class-4-Page-69.mp4",668.86
"Science_Class-4-Page-70-71 2.mp4",638.23
"Science_Class-4-Page-70-71.mp4",638.23
"Science_Class-4-Page-72-73.mp4",927.69
"Science_Class-4-Page-74.mp4",677.08
"Science_Class-4-Page-75-76.mp4",1424.98
"Science_Class-4-Page-77.mp4",888.26
"Science_Class-4-Page-79-80.mp4",1353.60
"Science_Class-4-Page-8.mp4",1196.35
"Science_Class-4-Page-80-81P1.mp4",920.14
"Science_Class-4-Page-80-81P2.mp4",1204.78
"Science_Class-4-Page-80-81P3.mp4",1148.76
"Science_Class-4-Page-82-83.mp4",1009.71
"Science_Class-4-Page-82.mp4",1710.93
"Science_Class-4-Page-83.mp4",394.62
"Science_Class-4-Page-84.mp4",545.54
"Science_Class-4-Page-88.mp4",1700.97
"Science_Class-4-Page-89.mp4",1069.49
"Science_Class-4-Page-9.mp4",583.29
"Science_Class-4-Page-90.mp4",905.27
"Science_Class-4-Page-91.mp4",896.36
"Science_Class-4-Page-92.mp4",786.28
"Science_Class-4-Page-95.mp4",984.05
"Science_Class-4-Page-96.mp4",811.96
"Science_Class-4-page-66.mp4",932.64
"Science_Class-4-page-94.mp4",887.32
"Science_Class-5-Page-10.mp4",1271.09
"Science_Class-5-Page-11.mp4",896.84
"Science_Class-5-Page-11_P2.mp4",750.00
"Science_Class-5-Page-12_P1.mp4",734.11
"Science_Class-5-Page-12_P2.mp4",754.21
"Science_Class-5-Page-13.mp4",755.76
"Science_Class-5-Page-15-16.mp4",1154.90
"Science_Class-5-Page-17.mp4",515.72
"Science_Class-5-Page-17_P2.mp4",445.14
"Science_Class-5-Page-2.mp4",618.77
"Science_Class-5-Page-20.mp4",394.43
"Science_Class-5-Page-21-22.mp4",696.11
"Science_Class-5-Page-21.mp4",556.76
"Science_Class-5-Page-22-23.mp4",1396.13
"Science_Class-5-Page-25.mp4",1091.90
"Science_Class-5-Page-26.mp4",805.09
"Science_Class-5-Page-27-28.mp4",1137.37
"Science_Class-5-Page-27.mp4",977.91
"Science_Class-5-Page-28.mp4",476.57
"Science_Class-5-Page-3.mp4",580.57
"Science_Class-5-Page-30-31.mp4",742.51
"Science_Class-5-Page-30.mp4",708.05
"Science_Class-5-Page-32-33.mp4",742.20
"Science_Class-5-Page-34-35.mp4",1218.89
"Science_Class-5-Page-34.mp4",766.80
"Science_Class-5-Page-35.mp4",1072.69
"Science_Class-5-Page-36.mp4",1213.93
"Science_Class-5-Page-36_P2.mp4",1235.45
"Science_Class-5-Page-37.mp4",1558.69
"Science_Class-5-Page-4.mp4",621.92
"Science_Class-5-Page-41.mp4",905.23
"Science_Class-5-Page-42.mp4",918.76
"Science_Class-5-Page-43.mp4",926.15
"Science_Class-5-Page-44.mp4",1555.77
"Science_Class-5-Page-47.mp4",594.65
"Science_Class-5-Page-48.mp4",681.92
"Science_Class-5-Page-49.mp4",668.82
"Science_Class-5-Page-5.mp4",616.89
"Science_Class-5-Page-50.mp4",739.15
"Science_Class-5-Page-52-53.mp4",1733.81
"Science_Class-5-Page-54.mp4",1291.93
"Science_Class-5-Page-55-56.mp4",1481.36
"Science_Class-5-Page-57.mp4",827.60
"Science_Class-5-Page-58.mp4",670.02
"Science_Class-5-Page-59.mp4",1151.95
"Science_Class-5-Page-6.mp4",580.90
"Science_Class-5-Page-60.mp4",516.22
"Science_Class-5-Page-62.mp4",771.02
"Science_Class-5-Page-63.mp4",706.66
"Science_Class-5-Page-64.mp4",1211.50
"Science_Class-5-Page-65.mp4",1126.88
"Science_Class-5-Page-66.mp4",1039.00
"Science_Class-5-Page-68(P1).mp4",580.47
"Science_Class-5-Page-69(P2).mp4",634.89
"Science_Class-5-Page-70.mp4",1694.84
"Science_Class-5-Page-71P1.mp4",1604.30
"Science_Class-5-Page-71P2.mp4",1980.52
"Science_Class-5-Page-73.mp4",1100.21
"Science_Class-5-Page-74.mp4",1458.87
"Science_Class-5-Page-75-76.mp4",1111.64
"Science_Class-5-Page-77.mp4",1152.54
"Science_Class-5-Page-78.mp4",1235.53
"Science_Class-5-Page-79.mp4",690.04
"Science_Class-5-Page-7_P1.mp4",482.16
"Science_Class-5-Page-7_P2.mp4",546.46
"Science_Class-5-Page-81.mp4",983.83
"Science_Class-5-Page-82.mp4",944.90
"Science_Class-5-Page-83.mp4",922.83
"Science_Class-5-Page-84.mp4",575.36
"Science_Class-5-Page-85-86.mp4",541.53
"Science_Class-5-Page-86-87.mp4",524.83
"Science_Class-5-Page-89.mp4",1475.72
"Science_Class-5-Page-9.mp4",1041.28
"Science_Class-5-Page-90.mp4",1190.16
"Science_Class-5-Page-91.mp4",1055.23
"Science_Class-5-Page-93.mp4",1550.85
"Science_Class-5-Page-94.mp4",693.56
"Science_Class-5-Page-95.mp4",768.61
"Science_Class-5-Page-96.mp4",718.91
"Science_Class-5-page-38.mp4",734.89
"Science_class-3-Page-59P2.mp4",979.38
"Science_class-3-Page-71.mp4",1200.57
"content_file_sizes.csv",.56
"khamar bari_ekhan thke khoil r vushi.mp3",8.37
